user_id,adopt_day,adopt_period,preadopt_client,any_client,country,canada_us,europe,southamerica,perc_ads,georegion,min_period,max_period,min_day,max_day,age,gender_female,tot_plays_main,tot_plays_pre,tot_plays_init,pre_avg_daily_plays,pre_uniq_songs,pre_uniq_artists,pre_uniq_genres,pre_ss_p_stat_20,pre_ss_p_stat_100,pre_ss_p_stat_500,pre_ss_u_stat_20,pre_ss_u_stat_100,pre_ss_u_stat_500,pre_c2_songs,pre_c2_artists,pre_c2_genres,pre_herf_songs,pre_herf_artists,pre_herf_genres,pre_new_artistsp,pre_new_artistsu,pre_multiple_artistsu,pre_no_players,pre_avg_completion,pre_no_listening_days,pre_perc_itunes,pre_session_length,pre_artist_age,pre_client
2493,30,5,itun+other,spot+itun+other,UK,0,1,0,0.1,Europe,1,64,1,446,24,0,1731,2743,14268,32.6547619,18.64864865,1.121621622,0.5,0.001822822,0.059788553,0.318264674,0.1,0.07,0.04,0.006926723,0.142544659,0.28691214,0.001162273,0.031726933,0.080123747,0.193219103,0.337349398,0.903614458,2,0.977281525,74,0.247174626,84.68851224,1997.927711,itun+other
2494,7,1,no_prior_usage,spot+itun,US,1,0,0,0.043708609,Canada/US,1,64,7,445,28,0,904,174,3625,2.761904762,4.09375,1.34375,0.5625,0.08045977,0.091954023,0.379310345,0.2,0.05,0.028,0.149425287,0.224137931,0.718390805,0.021997622,0.055423438,0.449993394,0.16091954,0.372093023,0.488372093,2,0.97607328,32,0,23.24302326,2005.690476,spot+other
2495,113,17,itun+wawmpfoo+other,spot+itun+wawmpfoo+other,FR,0,1,0,0.057275542,Europe,1,28,1,196,23,1,3248,2595,27780,30.89285714,22.578125,1.90625,0.65625,0.028131021,0.085549133,0.241618497,0.2,0.09,0.044,0.011175337,0.101348748,0.382273603,0.001410895,0.018307773,0.107563159,0.112138728,0.204918033,0.926229508,3,0.989179438,64,0.07938343,122.9299145,1998.578947,itun+wawmpfoo+other
2496,15,3,itun+other,spot+itun+other,DE,0,1,0,0.057040998,Europe,1,65,1,455,23,0,4039,1943,13732,23.40963855,7.277777778,0.75,0.361111111,0.001029336,0.65877509,0.670097787,0.15,0.08,0.028,0.037056099,0.743695317,0.803911477,0.004467255,0.44258935,0.45907356,0.022130726,0.37037037,0.481481481,4,0.987860398,72,0.108080288,54.45988275,1991.538462,spot+itun+other
2497,NA,NA,NA,wawmpfoo+other,UK,0,1,0,NA,Europe,1,50,1,350,61,0,7863,4674,27918,55.64285714,69.67241379,25.53448276,3.482758621,0.00427899,0.059905862,0.183782627,0.5,0.53,0.366,0.005134788,0.014548567,0.303808301,0.000300646,0.001657033,0.075050869,0.224005135,0.438217421,0.540175557,3,0.947479088,58,0,372.1953552,1977.826963,wawmpfoo+other
2498,357,51,other,spot,NA,0,0,0,0.012476008,Other,1,66,2,456,31,0,1042,855,4423,12.95454545,32.95238095,17.23809524,2.857142857,0.003508772,0.032748538,0.07251462,0.15,0.1,0.054,0.011695906,0.042105263,0.529824561,0.001766013,0.005839746,0.162417154,0.185964912,0.312154696,0.466850829,2,0.942199114,21,0,138.9571429,1960.787709,other
2499,NA,NA,NA,wawmpfoo+other,ES,0,1,0,NA,Europe,1,65,5,455,25,1,22995,11193,32270,133.25,49.34782609,10.33333333,1.797101449,0.023139462,0.089609577,0.242562316,0.3,0.28,0.198,0.008755472,0.110068793,0.489949075,0.000768315,0.01251619,0.154418114,0.19047619,0.291725105,0.83029453,2,0.966120557,69,0,500.8537217,1978.595808,wawmpfoo+other
2500,NA,NA,NA,other,GE,0,0,0,NA,Other,1,66,1,456,24,1,7735,3145,14233,37.44047619,15.04166667,4.722222222,1.194444444,0.018759936,0.233704293,0.493481717,0.35,0.35,0.194,0.024801272,0.103656598,0.385055644,0.002635824,0.01356917,0.109581666,0.082670906,0.323529412,0.661764706,7,0.966257502,72,0,92.68625235,1994.768987,other
2501,NA,NA,NA,other,UK,0,1,0,NA,Europe,1,32,1,221,39,0,2622,1360,5380,18.88888889,15.64285714,9.238095238,2.19047619,0.028676471,0.050735294,0.168382353,0.3,0.11,0.076,0.013970588,0.036764706,0.323529412,0.002840614,0.005204369,0.087046929,0.075,0.180412371,0.567010309,2,0.955858448,42,0,105.9634804,1996.997297,other
2502,1,1,no_prior_usage,spot+itun+wawmpfoo+other,DE,0,1,0,0.030842528,Europe,1,66,1,456,22,0,8244,1554,13944,18.72289157,16.46666667,1.716666667,0.433333333,0.001930502,0.006435006,0.14993565,0.1,0.04,0.034,0.016087516,0.126769627,0.611969112,0.001688672,0.029653205,0.243871008,0.040540541,0.194174757,0.805825243,2,0.979497104,60,0,47.46860731,1997.877551,spot+other
2503,NA,NA,NA,other,RU,0,0,0,NA,Other,2,65,13,452,26,0,1184,3553,17136,50.04225352,14,5.965517241,1.844827586,0.001125809,0.023923445,0.039403321,0.15,0.1,0.056,0.061075148,0.148043907,0.32395159,0.006487345,0.023207179,0.078740656,0.174781874,0.369942197,0.598265896,2,0.968748526,58,0,107.7188525,1999.65587,other
2504,86,13,itun+other,spot+itun+other,BR,0,0,1,0.051612903,South America,1,66,1,458,18,0,10232,2811,11990,33.46428571,12.45945946,2.337837838,0.608108108,0.090003557,0.320170758,0.558164354,0.6,0.36,0.14,0.045891142,0.22945571,0.541444326,0.004242494,0.042766,0.191262005,0.133048737,0.150289017,0.74566474,4,0.977849231,74,0.248665955,84.08838095,1999.293413,itun+other
2505,NA,NA,NA,itun,BR,0,0,1,NA,South America,1,39,3,268,19,1,488,786,8839,9.469879518,15.66666667,2.366666667,0.866666667,0.095419847,0.119592875,0.235368957,0.15,0.06,0.028,0.057251908,0.255725191,0.449109415,0.004655258,0.059922693,0.157453269,0.089058524,0.14084507,0.661971831,2,0.989254499,30,0.22264631,147.5728395,2004.212121,itun+other
2506,NA,NA,NA,wawmpfoo+other,NA,0,0,0,NA,Other,1,60,1,420,20,0,3448,411,411,12.84375,11.04545455,4.545454545,1.681818182,0.01946472,0.03163017,0.128953771,0.1,0.05,0.044,0.04136253,0.163017032,0.233576642,0.006328402,0.033441668,0.069494024,0.749391727,1,0.53,4,0.946221976,22,0,69.6,1992.022727,wawmpfoo+other
2507,94,14,wawmpfoo+other,spot+itun+wawmpfoo+other,US,1,0,0,0.041439402,Canada/US,7,66,48,458,42,0,48747,1140,40231,22.35294118,31.125,15.5625,4.125,0.002631579,0.005263158,0.04122807,0.1,0.04,0.034,0.016666667,0.047368421,0.3,0.001305017,0.005009234,0.070510926,0.375438596,0.465863454,0.417670683,1,0.972169304,32,0,90.78107345,1985.900277,other
2508,272,39,wawmpfoo,spot+wawmpfoo,PL,0,1,0,0.005333333,Europe,1,65,1,455,22,0,9217,3570,9107,42.5,7.058823529,0.426470588,0.132352941,0.002240896,0.456302521,0.666666667,0.1,0.05,0.03,0.038655462,0.602240896,0.890196078,0.006093261,0.240542021,0.697846825,0.022689076,0.379310345,0.931034483,3,0.87454436,68,0,115.5047074,1990.62069,wawmpfoo+other
2509,154,22,itun+other,spot+itun+other,NA,0,0,0,0.084507042,Other,1,65,1,452,29,0,743,263,263,7.305555556,9.761904762,3.619047619,0.714285714,0.072243346,0.376425856,0.661596958,0.25,0.17,0.07,0.030418251,0.159695817,0.863117871,0.005913054,0.032514566,0.684598592,0.558935361,1,0.605263158,3,0.965134462,21,0.479087452,41.49666667,1982.039474,itun+other
2510,1,1,no_prior_usage,spot+itun+other,BR,0,0,1,0.031671035,South America,1,66,1,458,21,0,29384,8748,53758,104.1428571,11.85897436,2.961538462,0.666666667,0.170096022,0.394718793,0.665523548,0.7,0.48,0.264,0.035436671,0.118084134,0.60299497,0.005146908,0.020822788,0.286641728,0.056698674,0.268398268,0.818181818,4,0.969828939,78,0,193.5922161,2000.477679,spot+other
2511,1,1,no_prior_usage,spot+other,NA,0,0,0,0.039501704,Other,1,66,1,457,19,0,11786,2015,2092,62.96875,35.85185185,16.44444444,2.703703704,0.064019851,0.154342432,0.499751861,0.6,0.36,0.198,0.040694789,0.226799007,0.608933002,0.003203024,0.043858407,0.272412736,0.676923077,0.975225225,0.504504505,7,0.970132562,27,0,129.105098,1997.941748,spot+wawmpfoo+other
2512,105,15,itun+other,spot+itun+other,CO,0,0,1,0.071005917,South America,1,66,1,458,24,0,58272,11890,69966,141.547619,41.73076923,7.282051282,1.205128205,0.10941968,0.25862069,0.521362489,0.95,0.64,0.33,0.02842725,0.147687132,0.369638352,0.001564297,0.02559563,0.108660181,0.062994113,0.156690141,0.728873239,3,0.978729574,78,0.206980656,379.4683559,1999.393195,itun+other
2513,2,1,itun+other,itun+other,BR,0,0,1,NA,South America,1,65,1,455,20,0,20155,6752,41580,80.38095238,26.33333333,2.742424242,0.636363636,0.387292654,0.590343602,0.915580569,0.85,0.5,0.234,0.041765403,0.20971564,0.823904028,0.003463648,0.041177943,0.600674971,0.042505924,0.215469613,0.790055249,4,0.872239092,66,0.031990521,169.702649,2003.574713,spot+itun+other
2514,1,1,no_prior_usage,spot+wawmpfoo+other,AT,0,1,0,0.025857159,Europe,1,64,1,448,21,0,9118,2775,11535,33.03571429,23.29166667,3.152777778,0.569444444,0.127927928,0.324684685,0.572612613,0.6,0.35,0.168,0.013333333,0.117117117,0.726846847,0.001051733,0.019906566,0.392722798,0.175855856,0.392070485,0.832599119,3,0.974665148,72,0,102.0676123,1974.159091,spot+other
2515,387,56,itun+other,spot+itun+other,IN,0,0,0,0.011029412,Other,1,66,1,458,22,1,2913,1175,11203,13.98809524,4.081967213,0.885245902,0.327868852,0.374468085,0.503829787,0.875744681,0.2,0.1,0.06,0.053617021,0.443404255,0.626382979,0.008827162,0.146086736,0.279394477,0.042553191,0.277777778,0.777777778,3,0.945282741,61,0,54.63655914,1998.12963,other
2516,NA,NA,NA,wawmpfoo+other,DE,0,1,0,NA,Europe,1,66,1,458,59,0,13609,3577,23123,42.58333333,37.71052632,8.5,1.565789474,0.010902991,0.031590718,0.195415152,0.2,0.19,0.142,0.005311714,0.04249371,0.530332681,0.000480112,0.006291321,0.172237376,0.206877271,0.486068111,0.438080495,3,0.984918934,76,0,111.29121,1980.510638,wawmpfoo+other
2517,1,1,no_prior_usage,spot+wawmpfoo+other,NO,0,0,0,0.003650402,Other,1,66,1,458,27,0,48095,15560,109353,216.1111111,61.52238806,16.46268657,2.432835821,0.033547558,0.053470437,0.207262211,0.5,0.19,0.132,0.014460154,0.119215938,0.533033419,0.000886683,0.012162852,0.206659709,0.057969152,0.190389846,0.731640979,4,0.988361614,67,0,521.6290179,1992.827869,spot+wawmpfoo+other
2518,NA,NA,NA,wawmpfoo+other,PL,0,1,0,NA,Europe,1,66,1,458,24,0,14126,8088,37606,96.28571429,35.83333333,3.358974359,0.935897436,0.00148368,0.06392186,0.245301682,0.1,0.12,0.088,0.006552918,0.102621167,0.358184965,0.000767399,0.013683954,0.103941797,0.521760633,0.629770992,0.900763359,2,0.992154098,78,0,219.9112421,1999.540426,wawmpfoo+other
2519,1,1,no_prior_usage,spot+itun+other,US,1,0,0,0.028242104,Canada/US,1,66,1,457,28,0,21904,3648,30901,43.42857143,43.58730159,15.38095238,1.761904762,0.029057018,0.08497807,0.314692982,0.55,0.48,0.362,0.003837719,0.041118421,0.449287281,0.000471599,0.004969077,0.150635893,0.087171053,0.205366357,0.496388029,2,0.988871022,63,0,130.8011811,1988.523911,spot+other
2520,NA,NA,NA,other,PL,0,1,0,NA,Europe,1,61,6,422,28,0,1429,1197,11754,14.42168675,11.37096774,4,1.048387097,0.025898079,0.07101086,0.430242272,0.35,0.19,0.106,0.028404344,0.267335004,0.380116959,0.002966899,0.053559825,0.105727281,0.175438596,0.495967742,0.391129032,3,0.979760152,62,0,53.159375,1988.668203,other
2521,NA,NA,NA,itun,PL,0,1,0,NA,Europe,1,35,1,241,20,1,397,217,3672,2.583333333,7.565217391,1,0.434782609,0.156682028,0.511520737,0.847926267,0.2,0.1,0.042,0.036866359,0.423963134,0.668202765,0.006816879,0.141370596,0.29660855,0.110599078,0.086956522,0.739130435,2,0.966561018,23,0.115207373,34.82070707,1985.434783,itun+other
2522,NA,NA,NA,wawmpfoo,HR,0,0,0,NA,Other,1,66,1,458,30,1,23397,6032,44868,71.80952381,14.05555556,1.069444444,0.375,0,0.004973475,0.325762599,0.05,0.03,0.05,0.025530504,0.252320955,0.514920424,0.004256696,0.059046271,0.18917448,0.180039788,0.155844156,0.909090909,2,0.980158592,72,0,199.4275463,1996.168831,wawmpfoo+other
2523,370,53,other,spot+other,PL,0,1,0,0.010657194,Europe,1,66,4,458,22,0,4280,854,1048,10.28915663,11.75,2.923076923,0.75,0.138173302,0.330210773,0.509367681,0.6,0.33,0.138,0.026932084,0.139344262,0.579625293,0.002750522,0.022478596,0.204896094,0.701405152,0.921052632,0.611842105,3,0.976042366,52,0,45.06258503,1985.601399,other
2524,NA,NA,NA,itun+wawmpfoo+other,BR,0,0,1,NA,South America,1,66,1,458,14,1,18645,4316,5383,51.38095238,9.75,1.263157895,0.394736842,0.197636701,0.452502317,0.749304912,0.45,0.24,0.088,0.042863763,0.219416126,0.344068582,0.004290564,0.04869868,0.110937619,0.250926784,0.84375,0.822916667,2,0.99172595,76,0,134.0004329,2000.41573,wawmpfoo+other
2525,4,1,no_prior_usage,spot+wawmpfoo+other,PL,0,1,0,0.081362725,Europe,1,66,4,458,21,1,7945,4310,17851,51.92771084,31.12857143,3.5,0.971428571,0.082366589,0.234106729,0.545475638,0.4,0.29,0.144,0.008584687,0.13549884,0.470069606,0.000812334,0.024026141,0.172720216,0.157308585,0.457142857,0.616326531,5,0.984763285,70,0,116.8859961,1993.88843,spot+wawmpfoo+other
2526,NA,NA,NA,wawmpfoo+other,HR,0,0,0,NA,Other,1,65,1,454,25,0,19558,3776,29831,44.95238095,41.38157895,8.802631579,1.328947368,0.033103814,0.09904661,0.243379237,0.65,0.38,0.264,0.012711864,0.057733051,0.357256356,0.000527978,0.008707425,0.106109365,0.178760593,0.09715994,0.485799701,3,0.983957338,76,0,114.3334337,1986.894904,wawmpfoo+other
2527,1,1,no_prior_usage,spot+itun+wawmpfoo+other,ES,0,1,0,0.064902331,Europe,1,65,1,452,22,1,16566,4481,20988,53.3452381,28.24050633,2.708860759,0.683544304,0.13322919,0.272037492,0.554563713,0.6,0.37,0.182,0.007141263,0.089488953,0.399018076,0.000824578,0.014209367,0.123570317,0.18812765,0.369158879,0.88317757,4,0.959663457,79,0,102.3381791,1987.243902,spot+wawmpfoo+other
2528,1,1,no_prior_usage,spot+wawmpfoo,PT,0,1,0,0.032437208,Europe,1,66,1,458,24,1,7981,3333,12000,39.67857143,13.27272727,6.727272727,1.649350649,0.01740174,0.167116712,0.369936994,0.35,0.25,0.178,0.01950195,0.123912391,0.248424842,0.002125595,0.013244799,0.060221954,0.160516052,0.534749035,0.689189189,3,0.984998381,77,0,84.89342508,1999.380165,spot+wawmpfoo+other
2529,NA,NA,NA,wawmpfoo+other,RO,0,1,0,NA,Europe,1,66,1,456,18,1,4747,3152,6320,37.52380952,12.93589744,2.371794872,0.5,0.158946701,0.287436548,0.534581218,0.6,0.28,0.138,0.026332487,0.157677665,0.583756345,0.002890961,0.029620626,0.247848437,0.118654822,0.416216216,0.664864865,3,0.927627622,78,0,60.62473958,1976.25,wawmpfoo+other
2530,1,1,no_prior_usage,spot+wawmpfoo+other,DE,0,1,0,0.041214058,Europe,1,66,1,457,63,1,19889,2611,7891,31.08333333,26.90140845,8.478873239,1.112676056,0.026043661,0.056683263,0.201072386,0.3,0.2,0.12,0.005744925,0.071237074,0.689774033,0.000698955,0.006641172,0.257595762,0.111451551,0.313953488,0.598006645,4,0.975277745,71,0,142.8251812,1982.375899,spot+other
2531,NA,NA,NA,wawmpfoo,BD,0,0,0,NA,Other,1,65,1,453,22,0,12188,4418,40456,52.5952381,5.106666667,2.626666667,0.453333333,0.055681304,0.552059756,0.767089181,0.7,0.45,0.2,0.410140335,0.419420552,0.711407877,0.144666116,0.149323798,0.416060702,0.098008148,0.248730964,0.730964467,3,0.989558679,75,0,111.3411692,1992.066667,wawmpfoo+other
2532,NA,NA,NA,wawmpfoo,NA,0,0,0,NA,Other,1,65,1,455,25,0,10169,3570,19668,42.5,7.810126582,2.759493671,0.873417722,0.000280112,0.035854342,0.122408964,0.1,0.09,0.06,0.061064426,0.095798319,0.292717087,0.008203752,0.019213019,0.076130844,0.145938375,0.155963303,0.811926606,2,0.948378995,79,0,75.90847269,1992.212644,wawmpfoo+other
2533,NA,NA,NA,other,NA,0,0,0,NA,Other,1,34,4,236,25,0,37,135,521,2.454545455,7.588235294,3.647058824,0.705882353,0,0.066666667,0.074074074,0.05,0.03,0.008,0.037037037,0.22962963,0.651851852,0.008175583,0.04515775,0.282524005,0.540740741,0.693548387,0.35483871,3,0.973031805,17,0,28.58712121,1979.859649,other
2534,NA,NA,NA,wawmpfoo+other,AM,0,0,0,NA,Other,1,66,1,456,20,1,12536,4128,12493,49.14285714,19.8630137,3.068493151,0.945205479,0.067102713,0.26501938,0.503391473,0.55,0.33,0.142,0.063468992,0.141472868,0.33745155,0.004803413,0.022571322,0.089099401,0.158914729,0.361607143,0.723214286,4,0.945468958,73,0,149.7327236,1983.034483,other
2535,2,1,itun,spot+itun,PT,0,1,0,0.049844237,Europe,1,66,1,458,27,0,16299,2962,19232,35.26190476,25.625,4.944444444,1.236111111,0.017893315,0.101620527,0.308912897,0.3,0.22,0.134,0.010803511,0.140445645,0.442606347,0.001047251,0.021232255,0.118444023,0.081363943,0.213483146,0.640449438,3,0.993580446,72,0.142471303,86.18505747,1995.734328,spot+itun+other
2536,355,51,wawmpfoo+other,spot+wawmpfoo+other,DE,0,1,0,0.012732615,Europe,1,65,2,455,49,0,4305,2703,20062,32.17857143,34.45454545,5.151515152,1.439393939,0.004809471,0.012578616,0.145024047,0.15,0.06,0.084,0.003699593,0.048834628,0.320384758,0.000524349,0.006390044,0.078767114,0.379208287,0.505882353,0.767647059,3,0.986692976,66,0,98.30167866,1988.015337,wawmpfoo+other
2537,146,21,no_prior_usage,spot+wawmpfoo+other,DE,0,1,0,0.026124819,Europe,21,66,146,458,24,0,14943,3442,29881,61.46428571,43.66071429,5.785714286,1.089285714,0.001162115,0.016560139,0.080476467,0.1,0.15,0.074,0.01162115,0.099070308,0.400058106,0.000836642,0.011846517,0.120910947,0.124055782,0.132716049,0.783950617,1,0.965119459,56,0,82.17722908,1981.723473,other
2538,8,2,itun,itun+wawmpfoo+other,US,1,0,0,NA,Canada/US,1,63,1,439,37,1,829,896,6118,11.2,18.48780488,5.317073171,1.170731707,0.017857143,0.040178571,0.160714286,0.1,0.1,0.078,0.014508929,0.112723214,0.389508929,0.001646704,0.017802336,0.12775281,0.172991071,0.334862385,0.54587156,3,0.985585345,41,0.219866071,75.14423077,1998.471154,spot+itun+other
2539,NA,NA,NA,other,UK,0,1,0,NA,Europe,1,45,1,309,27,0,55,694,1142,8.361445783,8.803921569,2.294117647,0.235294118,0,0,0,0.05,0.01,0.002,0.023054755,0.112391931,0.63832853,0.003334468,0.02289696,0.265304089,0.129682997,0.47008547,0.675213675,2,0.964598413,51,0,57.95423497,1969.82906,other
2540,29,5,itun+other,spot+itun+other,BR,0,0,1,0.100917431,South America,1,61,3,427,21,1,2231,1121,11498,13.5060241,11.63829787,2.085106383,0.489361702,0.181088314,0.572702944,0.859946476,0.5,0.33,0.15,0.034790366,0.190008921,0.579839429,0.004390275,0.044532209,0.202754009,0.049955397,0.224489796,0.663265306,4,0.977387482,47,0.034790366,66.27666667,1997.084211,itun+other
2541,NA,NA,NA,wawmpfoo+other,NA,0,0,0,NA,Other,1,66,3,457,24,0,13922,2623,26535,31.22619048,42.35087719,4.280701754,1.140350877,0,0.012581014,0.032786885,0.05,0.02,0.012,0.003049943,0.068623713,0.526496378,0.000453916,0.007597677,0.195274391,0.410217308,0.536885246,0.885245902,2,0.986319221,57,0,165.6691057,1973.821256,wawmpfoo+other
2542,NA,NA,NA,wawmpfoo+other,HR,0,0,0,NA,Other,1,65,3,455,24,0,4572,721,4503,8.583333333,14.11538462,3,1.5,0,0.113730929,0.503467406,0.05,0.04,0.038,0.022191401,0.217753121,0.34257975,0.004299392,0.052314073,0.103406619,0.349514563,0.5,0.717948718,2,0.982980273,26,0,96.1984375,1977.802817,wawmpfoo+other
2543,13,2,itun,spot+itun+other,PT,0,1,0,0.028321587,Europe,1,66,1,458,22,1,18060,5649,26055,67.25,34.87179487,4.423076923,1.012820513,0.143565233,0.201805629,0.489113117,0.45,0.28,0.156,0.009559214,0.189945123,0.465923172,0.000726547,0.030701477,0.134919679,0.106921579,0.31884058,0.771014493,3,0.982428967,78,0.133651974,101.7819106,1991.802432,spot+itun+other
2544,NA,NA,NA,itun+other,US,1,0,0,NA,Canada/US,1,66,1,458,29,0,4595,1299,18219,15.46428571,16.33333333,3.280701754,0.456140351,0.003079292,0.092378753,0.255581216,0.1,0.08,0.062,0.019245574,0.125481139,0.77213241,0.001623206,0.020773367,0.516891361,0.076212471,0.032085561,0.764705882,2,0.991849613,57,0.302540416,54.78102837,1986.783784,itun+other
2545,NA,NA,NA,itun+other,FI,0,1,0,NA,Europe,24,56,166,389,28,1,904,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,158,23,itun+wawmpfoo+other,spot+itun+wawmpfoo+other,PL,0,1,0,0.045296167,Europe,1,65,5,455,24,1,2316,1500,11651,17.85714286,16.0862069,2.931034483,0.706896552,0.008666667,0.029333333,0.326,0.1,0.08,0.064,0.014,0.213333333,0.481333333,0.001803556,0.035817778,0.170171556,0.033333333,0.135294118,0.752941176,3,0.964707002,58,0.111333333,51.70762527,1992.675,itun+other
2547,NA,NA,NA,wawmpfoo+other,NA,0,0,0,NA,Other,1,66,1,457,24,0,7086,3476,23615,41.87951807,20.046875,12.84375,2.09375,0.004602992,0.022439586,0.091772152,0.4,0.21,0.13,0.033084005,0.090333717,0.402186421,0.002609543,0.008779419,0.126345077,0.304660529,0.611922141,0.622871046,2,0.981153953,64,0,117.4469697,1997.926874,other
2548,NA,NA,NA,itun+other,ID,0,0,0,NA,Other,1,28,1,196,22,1,1625,1359,1680,19.14084507,13.51020408,4.918367347,0.979591837,0.179543782,0.253127299,0.477557027,0.7,0.35,0.162,0.024282561,0.078734364,0.471670346,0.00281285,0.012168082,0.137694307,0.334069169,0.726141079,0.680497925,3,0.977496195,49,0.412803532,80.76896552,1995.165919,itun+other
2549,28,4,wawmpfoo+other,spot+wawmpfoo+other,CZ,0,1,0,0.044166117,Europe,1,66,2,457,26,0,3426,1391,6304,16.55952381,9.189655172,0.982758621,0.517241379,0.007189073,0.029475198,0.506110712,0.15,0.07,0.034,0.035226456,0.341480949,0.452192667,0.00441836,0.100437701,0.140353334,0.117181884,0.526315789,0.614035088,4,0.983920102,58,0,51.78818182,1995.634615,spot+wawmpfoo+other
2550,192,28,wawmpfoo+other,spot+wawmpfoo+other,DE,0,1,0,0.030927835,Europe,1,66,2,458,21,0,7497,2346,18053,29.69620253,23.03448276,2.344827586,0.896551724,0.000426257,0.057971014,0.304347826,0.1,0.08,0.042,0.019607843,0.166240409,0.346121057,0.002042257,0.030891492,0.096386151,0.199914749,0.397058824,0.808823529,4,0.985968752,58,0,124.1090278,2003.081967,wawmpfoo+other
2551,NA,NA,NA,wawmpfoo+other,NA,0,0,0,NA,Other,1,8,1,56,19,1,2102,8078,8078,107.7066667,5.101449275,1.68115942,0.623188406,0,0.014607576,0.04840307,0.05,0.05,0.034,0.072418916,0.458900718,0.620945779,0.018803022,0.157038294,0.251476827,0.289799455,1,0.767241379,5,0.944785871,69,0,203.3701111,2003.252632,wawmpfoo+other
2553,27,4,wawmpfoo,wawmpfoo+other,US,1,0,0,NA,Canada/US,1,66,1,458,31,0,10818,3728,22439,44.91566265,69.76923077,3.153846154,0.769230769,0,0.047478541,0.150482833,0.05,0.08,0.05,0.001609442,0.034603004,0.346298283,0.000283207,0.008752205,0.091460315,0.450107296,0.426829268,0.865853659,3,0.992657167,52,0,234.1087719,1993.331288,spot+wawmpfoo+other
2554,NA,NA,NA,wawmpfoo,HR,0,0,0,NA,Other,1,56,6,387,22,1,948,721,2397,10.44927536,22.95652174,1.173913043,0.565217391,0,0.033287101,0.45631068,0.05,0.02,0.03,0.023578363,0.375866852,0.466019417,0.002679666,0.112594043,0.158854342,0.310679612,0.518518519,0.851851852,2,0.986696988,23,0,111.8820988,1990.52,wawmpfoo+other
2555,66,10,wawmpfoo+other,spot+wawmpfoo+other,NA,0,0,0,0.0555662,Other,1,66,1,458,22,0,17302,5939,6258,70.70238095,16.55844156,1.896103896,0.467532468,0.147499579,0.269405624,0.531065836,0.5,0.23,0.108,0.051187069,0.162485267,0.67115676,0.00375261,0.037517336,0.348042019,0.173093113,0.794520548,0.849315068,3,0.978950655,77,0,121.1709967,2002.050725,wawmpfoo+other
2556,1,1,no_prior_usage,spot+other,CH,0,0,0,0.013416387,Other,1,64,1,445,30,0,2115,729,3531,10.56521739,14.4375,3.625,0.84375,0.006858711,0.038408779,0.643347051,0.1,0.07,0.058,0.030178326,0.37037037,0.714677641,0.003844265,0.095301266,0.392726568,0.096021948,0.293103448,0.612068966,4,0.970737514,32,0.005486968,59.11560847,1997.6875,spot+itun+other
2557,NA,NA,NA,wawmpfoo+other,NA,0,0,0,NA,Other,1,60,1,419,20,1,1524,1885,1885,26.92857143,19.78333333,1.7,0.5,0,0.091777188,0.412732095,0.05,0.08,0.05,0.015915119,0.15066313,0.665782493,0.001428843,0.029889185,0.307465753,0.429177719,1,0.774509804,3,0.97302759,60,0,77.72886179,1987.316327,wawmpfoo+other
2558,43,7,other,spot+other,US,1,0,0,0.015960032,Canada/US,1,66,1,458,30,1,54945,3724,31760,44.33333333,42.5974026,14.25974026,1.87012987,0.030075188,0.076530612,0.232008593,0.5,0.3,0.248,0.00349087,0.018259936,0.245166488,0.000350298,0.002127028,0.05178893,0.037593985,0.102003643,0.556466302,2,0.926793175,77,0,112.3056322,1983.586777,other
2559,1,1,no_prior_usage,spot+itun+wawmpfoo+other,SK,0,1,0,0.055584966,Europe,1,65,1,453,25,1,1995,1004,2894,11.95238095,14.33962264,3.471698113,1.150943396,0.037848606,0.170318725,0.467131474,0.15,0.15,0.08,0.015936255,0.103585657,0.305776892,0.001692433,0.021263551,0.085076031,0.401394422,0.722826087,0.483695652,3,0.980482539,53,0,56.81365462,1996.304598,spot+wawmpfoo+other
2560,14,2,no_prior_usage,spot+other,PL,0,1,0,0.107526882,Europe,2,39,14,268,21,0,585,1230,14660,15.56962025,21.42857143,6.607142857,0.857142857,0.022764228,0.248780488,0.603252033,0.4,0.29,0.148,0.019512195,0.317073171,0.856910569,0.002741754,0.059337696,0.453568643,0.058536585,0.264864865,0.594594595,3,0.992930456,28,0,147.6447619,1993.23913,spot+other
2561,NA,NA,NA,wawmpfoo+other,RS,0,0,0,NA,Other,1,64,1,444,20,1,6093,3411,22351,40.60714286,15.41891892,1.351351351,0.581081081,0.029903254,0.145411903,0.46701847,0.25,0.11,0.062,0.050718264,0.163295221,0.363236588,0.003834577,0.03876322,0.10125492,0.19495749,0.14,0.82,3,0.967245848,74,0,112.2289583,1996.526316,wawmpfoo+other
2562,218,32,itun+wawmpfoo+other,spot+itun+wawmpfoo+other,NA,0,0,0,0.119925002,Other,1,66,1,458,16,0,23413,3572,11799,42.52380952,15.68852459,1.62295082,0.508196721,0.038353863,0.231522956,0.552911534,0.25,0.22,0.102,0.027715566,0.15593505,0.414053751,0.002869462,0.035118547,0.127051385,0.225363942,0.323232323,0.929292929,3,0.983080115,61,0.40537514,101.3459064,2002.979798,itun+other
